ts_utc,message_id,seq,headline
2025-12-10T01:32:35.906000+00:00,1448125214096359598,2,"CHINESE PPI YOY ACTUAL -2.2% (FORECAST -2%, PREVIOUS -2.1%) $MACRO"
2025-12-10T11:01:45.298000+00:00,1448268447028084888,1,ECB's Lagarde: May upgrade projections again in December ECB's President Lagarde: Euro-zone economy quite close to potential French Government spokesperson: Meeting of the coalition of the willing on Ukraine to be held tomorrow
2025-12-10T14:35:25.315000+00:00,1448322218076536864,1,MOO IMBALANCE S&P 500: 105.7 MLN NASDAQ 100: 1.4 MLN DOW 30: 7.5 MLN MAG 7: 1.6 MLN $MACRO
2025-12-10T14:48:30.239000+00:00,1448325510286278710,1,"⚠️ BREAKING: BOC RATE DECISION ACTUAL 2.25% (FORECAST 2.25%, PREVIOUS 2.25%) $MACRO BoC Rate Statement https://www.bankofcanada.ca/2025/12/fad-press-release-2025-12-10/"
2025-12-10T14:51:18.571000+00:00,1448326216322125908,1,BoC Rate Statement: Q4 GDP growth likely to be weak. Final domestic demand will grow in Q4 but will be offset by a decline in net exports.
2025-12-10T14:51:18.571000+00:00,1448326216322125908,2,"BoC Rate Statement: Canadian labor market is showing some signs of improvement. BoC Rate Statement: Canada's Q3 GDP growth was surprisingly strong, largely reflecting trade volatility. BoC Rate Statement: Q4 GDP growth likely to be weak; final domestic demand will grow in Q4 but will be offset by a decline in net exports."
2025-12-10T14:51:18.571000+00:00,1448326216322125908,3,BoC's Gov. Macklem: Canadian economy is proving resilient overall despite US tariffs. BoC's Gov. Macklem: Inflationary pressures continue to be contained. BoC's Gov. Macklem: We agreed that a policy rate at the lower end of the neutral range was appropriate to provide some support for the economy. BoC's Gov. Macklem: Our view is still that GDP will expand at moderate pace in 2026 and that inflation will remain close to target. BoC's Gov. Macklem: StatCan's revisions to GDP suggest economy was healthier than we thought before sanctions hit.
2025-12-10T15:36:19.432000+00:00,1448337544553955540,1,"EIA CRUDE OIL INVENTORIES ACTUAL -1.812M (FORECAST -1.3M, PREVIOUS 0.574M) $MACRO EIA GASOLINE INVENTORIES ACTUAL 6.397M (FORECAST 2.043M, PREVIOUS 4.518M) $MACRO EIA CRUDE CUSHING INVENTORIES ACTUAL 0.308M (FORECAST -, PREVIOUS -0.457M) $MACRO Weekly EIA Inventories https://ir.eia.gov/wpsr/overview.pdf US Trade Representative Greer: Future legislation on tariffs would make sense."
2025-12-10T15:54:17.787000+00:00,1448342067502649628,1,BoC's Gov. Macklem declines comment on markets pricing in Fall 2026 hikes.
2025-12-10T18:44:47.304000+00:00,1448384973206720614,1,US seizes oil tanker off the coast of Venezuela JP Morgan's Michele: We do see inflation coming down a bit.
2025-12-10T19:04:39.118000+00:00,1448389972037206220,1,"⚠️ BREAKING: US INTEREST RATE DECISION ACTUAL 3.75% (FORECAST 3.75%, PREVIOUS 4%) $MACRO US FEDERAL BUDGET BALANCE ACTUAL -173.00B (FORECAST -175B, PREVIOUS -284.00B) $MACRO FED MEDIAN RATE FORECAST (LONG RUN) ACTUAL 3% (FORECAST 3.125%, PREVIOUS 3%) $MACRO FED MEDIAN RATE FORECAST (NEXT YR) ACTUAL 3.375% (FORECAST 3.375%, PREVIOUS 3.375%) $MACRO FED MEDIAN RATE FORECAST (CURRENT) ACTUAL 3.625% (FORECAST 3.625%, PREVIOUS 3.625%) $MACRO FED MEDIAN RATE FORECAST (NEXT 2 YRS) ACTUAL 3.125% (FORECAST 3.125%, PREVIOUS 3.125%) $MACRO FED MEDIAN RATE FORECAST (NEXT 3 YRS) ACTUAL 3.125% (FORECAST 3.12…"
2025-12-10T19:08:04.807000+00:00,1448390834759274538,1,Fed median projection maintains 25 bps of rate cuts in 2026.
2025-12-10T19:08:04.807000+00:00,1448390834759274538,2,Fed: We will consider the extent and timing of additional adjustments.
2025-12-10T19:08:04.807000+00:00,1448390834759274538,3,Fed: We will buy $40 billion of treasury bills over the next 30 days. FOMC Economic Projections https://www.federalreserve.gov/monetarypolicy/files/fomcprojtabl20251210.pdf
2025-12-10T19:08:04.807000+00:00,1448390834759274538,4,Fed: Schmid and Goolsbee dissented in favor of no rate change.
2025-12-10T19:08:04.807000+00:00,1448390834759274538,5,Fed: We will begin treasury bill purchases on December 12th
2025-12-10T19:08:04.807000+00:00,1448390834759274538,6,"Fed median unemployment projection 4.5% in '25, 4.4% in '26."
2025-12-10T19:08:04.807000+00:00,1448390834759274538,7,Fed median projection shows rates at 3.1% by the end of 2028.
2025-12-10T19:08:04.807000+00:00,1448390834759274538,8,"Fed: Four officials penciled in two quarter-point cuts for 2026. Fed median GDP projection at 1.7% in 2025, 2.3% in 2026."
2025-12-10T19:08:04.807000+00:00,1448390834759274538,9,"Fed median projection shows rates at 3.4% in '26, 3.1% in '27."
2025-12-10T19:08:04.807000+00:00,1448390834759274538,10,Fed: Seven officials penciled in no rate cuts for 2026. Fed: Unemployment edged up through September. FOMC Rate Statement https://www.federalreserve.gov/newsevents/pressreleases/monetary20251210a.htm Fed: Four officials see at least three-quarter-point cuts for 2026.
2025-12-10T19:11:16.618000+00:00,1448391639273046169,1,"Fed: Vote in favor of policy decision was 9-3, with Miran preferring a half-percentage-point cut and Goolsbee and Schmid preferring no cut. JP Morgan's Michele: Fed forecasts for the economy seem to have a hawkish tilt. Fed ends operational limit on standing overnight repo operations. Fed: Initial Treasury bill buying to be elevated 'for a few months'. Fed: Pace of future reserve management purchases likely to be significantly reduced. Fed: Attentive to risks on both sides of mandate, downside risks to employment have risen."
2025-12-10T19:14:01.271000+00:00,1448392329877520538,1,Fed policymakers see end-2026 PCE inflation at 2.4% (vs. 2.6% prior); core at 2.5% (vs. 2.6%).
2025-12-10T19:14:01.271000+00:00,1448392329877520538,2,Fed projections show wide divergence of views for the path of rates in 2026 and beyond.
2025-12-10T19:39:36.120000+00:00,1448398767500824577,1,Fed's Powell: Risks to inflation are tilted to the upside.
2025-12-10T19:39:36.120000+00:00,1448398767500824577,2,Fed's Powell: There is no risk-free policy path. Fed's Powell: Less dynamic and somewhat softer labour market.
2025-12-10T19:56:38.940000+00:00,1448403057518842007,1,"Fed's Powell: The division is between holding rates steady from here versus cutting. Fed's Powell: Some people feel we should cut once or more, don't think rate hike is anyone's base case next move Fed's Powell: The unemployment rate may only tick up one, two more tenths. Fed's Powell: Don't expect a sharper downturn in employment with rates in a plausible range of neutral. Fed's Powell: We have made progress this year in non-tariff related inflation. Fed's Powell: In October, said that there was no certainty of a December rate cut, and that was indeed correct. Fed's Powell: Why we moved today…"
2025-12-10T19:59:39.261000+00:00,1448403813840195647,1,"Fed's Powell: We think there's a negative 20,000 in payrolls per month. Fed's Powell: Inflation has come in a touch lower."
2025-12-10T19:59:39.261000+00:00,1448403813840195647,2,"Fed's Powell: We think job gains have been overstated by 60k in recent months. Fed's Powell: Evidence is growing that services inflation has come down, and goods inflation is entirely due to tariffs. Fed's Powell: It doesn't feel like a hot economy. Intel Executive: The company is hoping to get Nvidia investment done either later this year or early next year. $INTC $NVDA"
2025-12-10T20:05:41.077000+00:00,1448405331406491759,1,"Fed's Powell: We're now in the high end of the range for neutral. Fed's Powell: If no new tariff announcements, inflation from goods should peak in Q1. Fed's Powell: From here, the peak should be a couple of tenths higher, or less, on inflation. New OpenAI models likely pose high cybersecurity risk - Axios. Fed's Powell: Inflation compensation at very comfortable levels."
2025-12-10T20:53:59.478000+00:00,1448417488181399686,1,MOC IMBALANCE S&P 500: -1434.3 MLN NASDAQ 100: 442.4 MLN DOW 30: -392.4 MLN MAG 7: 452.3 MLN $MACRO
2025-12-11T00:32:58.417000+00:00,1448472596885672037,1,"⚠️ BREAKING: AUSTRALIAN EMPLOYMENT CHANGE ACTUAL -21.3K (FORECAST 20K, PREVIOUS 42.2K) $MACRO AUSTRALIAN FULL TIME EMPLOYMENT CHG. ACTUAL -56.5K (FORECAST -, PREVIOUS 55.3K) $MACRO AUSTRALIAN PARTICIPATION RATE ACTUAL 66.7% (FORECAST 67%, PREVIOUS 67.0%) $MACRO"
2025-12-11T00:32:58.417000+00:00,1448472596885672037,2,"AUSTRALIAN UNEMPLOYMENT RATE ACTUAL 4.3% (FORECAST 4.4%, PREVIOUS 4.3%) $MACRO Australia November full time employment down 56.5k seasonally adjusted Australia November employment seasonally adjusted according to source poll: +20.0k Australia November unemployment rate seasonally adjusted plus 4.3 percent according to source poll plus 4.4 percent Australia November participation rate increases 66.7 percent, seasonally adjusted according to source poll: 67.0 percent"
2025-12-11T08:32:40.324000+00:00,1448593316953194528,1,"⚠️ BREAKING: SWISS INTEREST RATE ACTUAL 0% (FORECAST 0%, PREVIOUS 0.00%) $MACRO"
2025-12-11T13:33:02.523000+00:00,1448668907534549063,1,"US TRADE BALANCE ACTUAL -52.8B (FORECAST -63.1B, PREVIOUS -59.6B) $MACRO CANADIAN TRADE BALANCE ACTUAL 0.15B (FORECAST -4.5B, PREVIOUS -6.32B) $MACRO"
2025-12-11T13:35:42.393000+00:00,1448669578077933750,1,"US INITIAL JOBLESS CLAIMS ACTUAL 236K (FORECAST 220K, PREVIOUS 191K) $MACRO US Trade Balance September Report https://www.bea.gov/news/2025/us-international-trade-goods-and-services-september-2025"
2025-12-11T14:33:28.086000+00:00,1448684114248073311,1,MOO IMBALANCE S&P 500: 130.3 MLN NASDAQ 100: -10.4 MLN DOW 30: 69.7 MLN MAG 7: -0.4 MLN $MACRO
2025-12-11T16:03:23.095000+00:00,1448706742555901982,1,Ukraine’s President Zelenskiy: Control over Ukraine's Donbas may be put to vote.
2025-12-11T20:46:15.295000+00:00,1448777929122250813,1,Tesla US sales drop to nearly 3-Yr low in November despite launch of cheaper Model Y and Model 3 - Cox Data. $TSLA
2025-12-11T20:53:15.668000+00:00,1448779692294279300,1,MOC IMBALANCE S&P 500: 1967.0 MLN NASDAQ 100: 1425.0 MLN DOW 30: 561.5 MLN MAG 7: 629.7 MLN $MACRO
2025-12-12T07:02:08.247000+00:00,1448932921036505098,1,"UK GDP ESTIMATE MOM ACTUAL -0.1% (FORECAST 0.1%, PREVIOUS -0.1%) $MACRO UK SERVICES MOM ACTUAL -0.3% (FORECAST 0%, PREVIOUS 0.2%) $MACRO"
2025-12-12T07:02:08.247000+00:00,1448932921036505098,2,"⚠️ BREAKING: UK GDP ESTIMATE 3M/3M ACTUAL -0.1% (FORECAST 0%, PREVIOUS 0.1%) $MACRO UK GOODS TRADE BALANCE ACTUAL -22.542B (FORECAST -19.1B, PREVIOUS -18.88B) $MACRO GERMAN CPI FINAL MOM ACTUAL -0.2% (FORECAST -0.2%, PREVIOUS -0.2%) $MACRO"
2025-12-12T07:02:08.247000+00:00,1448932921036505098,3,"GERMAN CPI FINAL YOY ACTUAL 2.3% (FORECAST 2.3%, PREVIOUS 2.3%) $MACRO"
2025-12-12T07:02:08.247000+00:00,1448932921036505098,4,"UK MANUFACTURING PRODUCTION MOM ACTUAL 0.5% (FORECAST 1.1%, PREVIOUS -1.7%) $MACRO UK INDUSTRIAL PRODUCTION YOY ACTUAL -0.8% (FORECAST -1.2%, PREVIOUS -2.5%) $MACRO"
2025-12-12T07:02:08.247000+00:00,1448932921036505098,5,"GERMAN HICP FINAL YOY ACTUAL 2.6% (FORECAST 2.6%, PREVIOUS 2.6%) $MACRO GERMAN HICP FINAL MOM ACTUAL -0.5% (FORECAST -0.5%, PREVIOUS -0.5%) $MACRO UK INDUSTRIAL PRODUCTION MOM ACTUAL 1.1% (FORECAST 1%, PREVIOUS -2.0%) $MACRO"
2025-12-12T07:02:08.247000+00:00,1448932921036505098,6,"UK GDP ESTIMATE YOY ACTUAL 1.1% (FORECAST 0.9%, PREVIOUS 1.1%) $MACRO UK MANUFACTURING PRODUCTION YOY ACTUAL -0.8% (FORECAST -, PREVIOUS -2.2%) $MACRO"
2025-12-12T07:46:55.234000+00:00,1448944191076962356,1,"FRENCH CPI YOY NSA ACTUAL 0.9% (FORECAST 0.9%, PREVIOUS 0.9%) $MACRO"
2025-12-12T07:46:55.234000+00:00,1448944191076962356,2,"FRENCH CPI MOM NSA ACTUAL -0.2% (FORECAST -0.1%, PREVIOUS -0.1%) $MACRO"
2025-12-12T07:46:55.234000+00:00,1448944191076962356,3,"FRENCH HICP YOY FINAL ACTUAL 0.8% (FORECAST 0.8%, PREVIOUS 0.8%) $MACRO FRENCH HICP MOM FINAL ACTUAL -0.2% (FORECAST -0.2%, PREVIOUS -0.2%) $MACRO"
2025-12-12T10:10:15.054000+00:00,1448980261336383594,1,China prepares as much as $70 billion in chip sector incentives.
2025-12-12T12:57:59.316000+00:00,1449022473910882305,1,Nvidia is evaluating increasing production of H200 AI chips due to strong Chinese demand -Sources $NVDA
2025-12-12T12:59:57.246000+00:00,1449022968545018069,1,Chinese demand for H200 chips is ahead of Nvidia's current production capacity - Sources. $NVDA
2025-12-12T14:32:50.759000+00:00,1449046345553023077,1,MOO IMBALANCE S&P 500: 279.6 MLN NASDAQ 100: 7.1 MLN DOW 30: 80.8 MLN MAG 7: -3.6 MLN $MACRO
2025-12-12T16:01:12.588000+00:00,1449068583035474216,1,⚠️ BREAKING: Some Oracle data centers for OpenAI are delayed to 2028 from 2027. $ORCL
2025-12-12T17:50:19.849000+00:00,1449096044238340116,1,Danish Presidency of the EU: The EU governments agree to indefinitely freeze Russian central bank assets held in Europe.
2025-12-12T18:16:37.031000+00:00,1449102659419111587,1,"Oracle: There have been no delays to any sites required to meet our contractual commitments, and all milestones remain on track. $ORCL"
2025-12-12T20:47:34.149000+00:00,1449140647725502567,1,Trump: I am leaning toward Warsh or Hassett to lead the Fed - WSJ.
2025-12-12T20:53:56.269000+00:00,1449142250452811786,1,MOC IMBALANCE S&P 500: 1770.6 MLN NASDAQ 100: 570.5 MLN DOW 30: 517.1 MLN MAG 7: 194.9 MLN $MACRO
